OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,16579,Erie County of Common Pleas,9198,Erie Cty. C.P.,,5,Pa.,,1980-10-29,1983-05-16,1937607,View example
x,17026,Erie County of Orphans' Court,12096,Erie Cty. Orphans' Ct.,,1,Pa.,,1936-07-03,1936-07-03,1527912,View example
x,12096,Erie County Orphans' Court,,Erie Cty. Orphans' Ct.,,94,Pa.,,1922,1987-01-27,1474823,View example
x,16774,Erie County Orphans' Court,12096,Erie County Orphans' Ct.,,5,Pa.,,1944-09-06,1953-08-24,1603582,View example
x,13304,Erie County Orphans' Court,12096,Erie Cty. Orphans' Court,,4,Pa.,,1937-07-21,1961-06-27,1551201,View example
x,16941,Erie County Orphans' Court,12096,Erie Cty. Orphan's Ct.,,1,Pa.,,1942-11-06,1942-11-06,1554281,View example
x,12197,Erie County Orphans' Court,12096,Erie Orphans' Ct.,,1,Pa.,,1937-12-16,1937-12-16,1533065,View example
x,10940,Erie County Probate Court,,Ohio Prob. Ct.,,1,Ohio,,1906,1906,889477,View example
x,23013,Erie County Surrogate's Court,,Erie Cty. Sur. Ct.,,2,N.Y.,,2015-08-24,2017-07-17,12170554,View example
x,14235,Escambia County Circuit Court,,Escambia Cty. Cir. Ct.,,15,Fla.,,1958-06-25,1974-09-24,1988895,View example
x,14241,Escambia County Court of Record,,Escambia Cty. Ct. Rec.,,1,Fla.,,1958-12-19,1958-12-19,1992725,View example
x,9846,Essex County Circuit Court,,Essex Cty. Cir. Ct.,,67,Va.,,1924,2007-02-13,428950,View example
x,9229,Essex County Court,,Essex Cty. Ct.,,257,N.Y.,,1807-04,1977-01-21,15623,View example
x,9242,Essex County Court,,Essex County. Ct.,,6,N.J.,,1961-06-30,1974-05-28,303626,View example
x,9840,Essex County Court of Common Pleas,,Essex Cty. Ct. C.P.,,52,N.J.,,1923,1946-11-18,426658,View example
x,9915,Essex County Court of Common Pleas,9840,Essex Cty. C.P.,,10,N.J.,,1929,1943-07-21,447044,View example
x,10492,Essex County Court of General Quarter Sessions,,Essex Cty. Ct. Gen. Quarter Sess.,,1,N.J.,,1928,1928,732685,View example
x,10008,Essex County Court of Oyer & Terminer,9898,Essex Cty. Ct. Oyer & Terminer,,1,N.J.,,1923,1923,586770,View example
x,9898,Essex County Court of Oyer and Terminer,,Essex Cty. Ct. Oyer & Terminer,,3,N.J.,,1925-09-02,1932-02-05,439501,View example
x,9923,Essex County Court of Quarter Sessions,,Essex Cty. Ct. Quarter Sess.,,8,N.J.,,1926-12-16,1943-05-05,426896,View example
x,9949,Essex County Court of Special Sessions,,Essex Cty. Ct. Spec. Sess.,,2,N.J.,,1933-11-15,1941-11-28,449488,View example
x,15312,"Essex County Court, Law Division",,Essex Cty. Ct. Law Div.,,3,N.J.,,1951-10-23,1952-07-10,453029,View example
x,9101,Essex County District Court,,Essex Cty. Dist. Ct.,,38,N.J.,,1932-03-04,1982-09-15,291383,View example
x,10763,Essex County District Court,9101,Esses Cty. Dist. Ct.,,1,N.J.,,1978-07-10,1978-07-10,879354,View example
x,15248,Essex County District Court,,Essex Cty. Ct.,,1,N.J.,,1978-09-11,1978-09-11,892605,View example
x,15599,Essex County Juvenile and Domestic Delations Ct.,10041,Essex Cty. Juv. & Dom. Rel. Ct.,,1,N.J.,,1933-07-10,1933-07-10,449560,View example
x,10041,Essex County Juvenile and Domestic Relations Court,,Essex Cty. Juv. & Dom. Rel. Ct.,,10,N.J.,,1932-02-15,1977-08-01,312387,View example
x,15244,Essex County Juvenile Court,,Essex Cty. Juv. Ct.,,2,N.J.,,1929,1929,446712,View example
x,9880,Essex County Juvenile Court,15244,Essex Cty. Juvenile Ct.,,1,N.J.,,1930,1930,426751,View example
x,9878,Essex County Orphans Court,9926,Essex Cty. Orphans Ct.,,20,N.J.,,1926,1947-03-22,429185,View example
x,9944,Essex County Orphans Court,9926,Essex County Orphans Ct.,,1,N.J.,,1943-11-24,1943-11-24,457682,View example
x,9926,Essex County Orphans' Court,,Essex Cty. Orphans' Ct.,,22,N.J.,,1922,1941-02-10,439564,View example
x,10009,Essex County Quarter Sessions,9923,Essex Cty. Quarter Sess.,,1,N.J.,,1921-12-01,1921-12-01,586609,View example
x,9948,Essex County Surrogate's Court,,Essex Cty. Sur. Ct.,,5,N.Y.,,1930-10-07,2017-03-17,449672,View example
x,15167,Essex County Surrogate's Court,9948,Essex Cty. Sur. Ct.,,1,N.J.,,1940-08-01,1940-08-01,454517,View example
x,10531,Essex Oyer and Terminer,9898,Essex Oyer & Terminer,,1,N.J.,,1932-06-17,1932-06-17,739194,View example
x,15029,Estill Circuit Court,,Estill Cir. Ct.,,1,Ky.,,1926-03-23,1926-03-23,4903289,View example
x,17342,Euclid City Municipal Court,,Euclid City Mun. Ct.,,1,Ohio,,1952-11-03,1952-11-03,1768339,View example
x,13497,Euclid Municipal Court,,Euclid Mun. Ct.,,3,Ohio,,1952-11-03,1973-03-21,1772461,View example
x,22936,Eureka County District Court,,Eureka Cty. Dist. Ct.,,1,Nev.,,1881,1881,12121737,View example
x,14359,Fairfax County Circuit Court,,Fairfax Cty. Cir. Ct.,,1886,Va.,,1957-06-12,2016-05-05,3778821,View example
x,9390,Fairfield Circuit Court,,Fairfield Cir. Ct.,,13,Ohio,,1887-01,1911-09,421743,View example
x,9456,Fairfield County Circuit Court,,Fairfield Cty. Cir. Ct.,,8,Ohio,,1895-01,1911-09,417780,View example
x,13054,Fairfield County Court,,Fairfield Cty. Ct.,,2,Ohio,,1915-03,1916,1604693,View example
x,12005,Fairfield County Court of Common Pleas,,Fairfield Cty. C.P.,,9,Ohio,,1893-10,1997-01-24,1437681,View example
x,11046,Fairfield County Court of Common Pleas,12005,Ohio C.P.,,1,Ohio,,1906,1906,889508,View example
x,13537,Fairfield County Probate Court,,Fairfield Cty. Prob. Ct.,,1,Ohio,,1958-07-28,1958-07-28,1793747,View example
x,15808,Fauqier County Circuit Court,15620,Fauqier Cty. Cir. Ct.,,2,Va.,,1998-01-08,1998-09-01,3786276,View example
x,15620,Fauquier County Circuit Court,,Fauquier Cty. Cir. Ct.,,42,Va.,,1989-04-25,2013-10-28,3779556,View example
x,13100,Fayette Circuit Court,,Fayette Cir. Ct.,,18,Ohio,,1885-11,1926-03-12,1616581,View example
x,13600,Fayette County Circuit Court,,Fayette Cty. Cir. Ct.,,4,Ohio,,1895-05,1910-12-14,392864,View example
x,22919,Fayette County Court,,Fayette Cty. Ct.,,17,Pa.,,1791-12,1798-12,12121511,View example
x,12972,Fayette County Court Common Pleas,9200,Fayette Cty. C.P.,,1,Pa.,,1948-07-07,1948-07-07,1577174,View example
x,9200,Fayette County Court of Common Pleas,,Fayette Cty. C.P.,,468,Pa.,,1882-12-30,2010-12-01,29917,View example
x,21378,Fayette County Court of Common Pleas,,Fayette County C.P.,,2,Ohio,,1932-05-19,1999-04-07,898661,View example
x,22370,Fayette County Court of Common Pleas,9200,Fayette. Cty. C.P.,,1,Pa.,,1964-08-17,1964-08-17,8729156,View example
x,16759,Fayette County Court of Criminal Court,,Fayette Cty. Ct. Crim. Ct.,,1,Pa.,,1968-03-01,1968-03-01,1704337,View example
x,12081,Fayette County Court of Oyer and Terminer,,Fayette Cty. Ct. Oyer & Terminer,,7,Pa.,,1922-05-31,1963-06-26,1477105,View example
x,22496,Fayette County Court of Oyer and Terminer,12081,Fayette Ct. Oyer & Terminer,,1,Pa.,,1927-09-06,1927-09-06,8734825,View example
x,12034,Fayette County Court of Quarter Sessions,,Fayette Cty. Ct. Quarter Sess.,,31,Pa.,,1921-12-19,1958-06-19,1474603,View example
x,17475,Fayette County Court of Quarter Sessions,12034,Fayatte Cty. Ct. Quarter Sess.,,1,Pa.,,1931-11-07,1931-11-07,1504237,View example
x,16626,Fayette County of Common Pleas,9200,Fayette Cty. C.P.,,1,Pa.,,1983-07-21,1983-07-21,1937679,View example
x,16900,Fayette County Orphan's Court,11298,Fayette Cty. Orphan's Ct.,,1,Pa.,,1943-04-02,1943-04-02,1554349,View example
x,11298,Fayette County Orphans' Court,,Fayette Cty. Orphans' Ct.,,18,Pa.,,1891-05-25,1980-05-09,976695,View example
x,18547,Fayette County Orphans' Court,11298,Fayette Cty. Orphans' Court,,1,Pa.,,1986-04-03,1986-04-03,1241497,View example
x,18856,Fayette County Probate Court,,Fayette Cty. Prob. Ct.,,2,Ohio,,1954-02-15,1961-02-03,1774282,View example
x,18981,Fayette County Probate Court,18856,Fayette County Prob. Ct.,,1,Ohio,,1905-07-29,1905-07-29,1535676,View example
x,21611,Fayette Superior Court,,Fayette Super. Ct.,,15,Ga.,,1842-03,1843-03,6752800,View example
x,14106,Fifth Civil District Court of New York City,,N.Y. Civ. Dist. Ct.,,1,N.Y.,,1891-10,1891-10,1968862,View example
x,13524,Findlay Municipal Court,,Findlay Mun. Ct.,,12,Ohio,,1956-03-06,1997-12-30,1444285,View example
x,13514,Findlay Municipal Court,13524,Findlay Cty. Mun. Ct.,,3,Ohio,,1956-03-14,1958-02-14,1793750,View example
x,14256,Flagler County Circuit Court,,Flagler Cty. Cir. Ct.,,3,Fla.,,1973-01-16,1979-08-07,2002000,View example
x,11646,Florida Circuit Court,,Fla. Cir. Ct.,,1685,Fla.,,1970-06-17,1991-12-09,1211050,View example
x,14262,Florida County Court,,Fla. Cty. Ct.,,53,Fla.,,1976-01-30,1990-05-02,2010986,View example
x,12092,Florida District Court of Appeal,,Fla. Dist. Ct. App.,,241713,Fla.,,1957-07-22,2018-02-09,6764645,View example
x,16636,Florida Industrial Commission,,Fla. Industrial Comm'n,,33,Fla.,,1952-02-13,1965-12-30,1977803,View example
x,16687,Florida Industrial Commission,16636,Florida Industrial Comm'n,,2,Fla.,,1966-05-31,1966-05-31,1997394,View example
x,14242,Florida Public Service Commission,,Fla. P.S.C.,,118,Fla.,,1965-05-26,1979-09-24,1994296,View example
x,16667,Florida Public Utilities Commission,,Fla. P.U.C.,,14,Fla.,,1963-03-13,1965-05-12,1997956,View example
x,16644,Florida Railroad & Public Utilities Commission,,Fla. Railroad & P. U. C.,,10,Fla.,,1952-12-22,1953-10-13,1980822,View example
x,16637,Florida Railroad and Public Utilities Commission,16644,Fla. Railroad & P. U. C.,,8,Fla.,,1953-01-13,1953-04-15,1981628,View example
x,14176,Florida Railroad and Public Utilities Commission,16644,Fla. Railroad & P.U.C.,,2,Fla.,,1954-12-30,1956-04-24,1977844,View example
x,16641,Florida Real Estate Commission,,Fla. Real Estate Comm'n,,1,Fla.,,1951-06-29,1951-06-29,1981651,View example
x,17229,Florida Superior Court,,Fla. Super. Ct.,,20,Fla.,,1834-11-19,1846-03-23,6104539,View example
x,20189,Florida Superior Court,17229,Fla. Super. Ct.,,2,U.S.,Fla.,1835-04-11,1837-11-18,6611093,View example
x,20194,Florida Superior Court,17229,Flo. Super. Ct.,,1,U.S.,Fla.,1840-12-11,1840-12-11,12117856,View example
x,9230,Florida Supreme Court,,Fla.,,58350,Fla.,,1825-02-08,2018-02-01,323120,View example
x,14980,Floyd Circuit Court,,Floyd Cir. Ct.,,4,Ky.,,1926-02-19,1926-03-16,4902177,View example
x,15838,Floyd County Circuit Court,,Floyd Cty. Cir. Ct.,,1,Va.,,1979,1979,3784120,View example
x,15820,Fluvanna County Circuit Court,,Fluvanna Cty. Cir. Ct.,,1,Va.,,1958-06-23,1958-06-23,3787869,View example
x,9201,Forest County Court of Common Pleas,,Forest Cty. C.P.,,37,Pa.,,1874,2005-10-25,220757,View example
x,17299,Forest County Orphans' Court,,Forest Cty. Orphans' Ct.,,2,Pa.,,1962-07-09,1985-05-29,1232860,View example
x,22291,Fort McDowell Tribal Court of Appeals,,Fort McDowell Tribal Ct. App.,,1,Tribal,,1999-06-02,1999-06-02,8156763,View example
x,22310,Fort McDowell Yavapai Nation Supreme Court,,Fort McDowell Yavapai Nation Sup. Ct.,,9,Tribal,,2001-05-15,2006-07-12,7343766,View example
x,21604,Fort Peck Court of Appeals,,Fort Peck Ct. App.,,344,Tribal,,1997-01-08,2017-01-20,6764289,View example
x,21606,Fort Peck Tribal Court,,Fort Peck Tribal Ct.,,9,Tribal,,2009-02-03,2015-05-27,6764449,View example
x,21415,Fostoria Municipal Court,,Fostoria Mun. Ct.,,3,Ohio,,1975-01-29,1988-04-04,6692516,View example
x,11415,Frankfort Justice Court,,Frankfort J. Ct.,,1,N.Y.,,1959-08-07,1959-08-07,1048913,View example
x,9358,Franklin Circuit Court,,Franklin Cir. Ct.,,154,Ohio,,1885-02,1926-03-26,421673,View example
x,17625,Franklin Count Court of Common Pleas,17204,Franklin Cty. C.P.,,2,Ohio,,1942-03-23,1942-10-03,1714046,View example
x,9465,Franklin County Circuit Court,,Franklin Cty. Cir. Ct.,,63,Ohio,,1892-01,2011-08-16,392833,View example
x,13467,Franklin County Common Pleas Court,17204,Franklin Cty. C.P.,,1,Ohio,,1948-12-28,1948-12-28,1759312,View example
x,10363,Franklin County Court,,Franklin Cty. Ct.,,49,Ohio,,1897-12,1965-03-22,791722,View example
x,12983,Franklin County Court Common Pleas,9725,Franklin Cty. C.P.,,2,Pa.,,1948-06-18,1948-06-25,1577138,View example
x,9725,Franklin County Court of Common Pleas,,Franklin Cty. C.P.,,892,Pa.,,1804-04-20,2012-01-11,257410,View example
x,10792,Franklin County Court of Common Pleas,17204,Ohio C.P.,,89,Ohio,,1902-01,1977-11-25,889443,View example
x,17204,Franklin County Court of Common Pleas,,Franklin County C.P.,,64,Ohio,,1901-07-29,1982-04-01,895838,View example
x,13428,Franklin County Court of Common Pleas,9725,Franklin Cty. Ct. C.P.,,13,Pa.,,1884-04-24,1967-01-30,1036096,View example
x,18910,Franklin County Court of Common Pleas,17204,Franklin Cty. C.P.,,2,Ohio,,1939-04-11,1939-04-13,1691135,View example
x,18984,Franklin County Court of Common Pleas,17204,Franklin C.P.,,1,Ohio,,1905-04-18,1905-04-18,1535645,View example
x,16729,Franklin County Court of Oyer and Terminer,,Franklin Cty. Ct. Oyer & Terminer,,1,Pa.,,1947-05-23,1947-05-23,1570584,View example
x,12025,Franklin County Court of Quarter Sessions,,Franklin Cty. Ct. Quarter Sess.,,25,Pa.,,1805,1966-10-11,1036097,View example
x,11296,Franklin County Court of Quarter Sessions,12025,Franklin County Ct. Quarter Sess.,,1,Pa.,,1891-05-18,1891-05-18,976621,View example
x,13077,Franklin County Court of Quarter Sessions,12025,Franklin Ct. Quarter Sess.,,1,Pa.,,1955-09-28,1955-09-28,1617337,View example
x,18850,Franklin County Domestic Relations Court,,Franklin Cty. Dom. Rel. Ct.,,1,Ohio,,1944-02-11,1944-02-11,1722163,View example
x,11984,Franklin County Municipal Court,,Franklin Cty. Mun. Ct.,,44,Ohio,,1970-04-23,2012-04-24,1443443,View example
x,12014,Franklin County Municipal Court,11984,Ohio Mun. Ct.,,6,Ohio,,1970-10-13,1980-08-20,1441216,View example
x,21528,Franklin County Municipal Court,11984,Franklin County Mun. Ct.,,2,Ohio,,1974-09-18,1995-04-05,6692874,View example
x,12129,Franklin County Orphans' Court,,Franklin Cty. Orphans' Ct.,,16,Pa.,,1882-06-01,1959-11-30,220807,View example
x,13385,Franklin County Orphans' Court,12129,Franklin Cty. C.P.,,1,Pa.,,1965-04-28,1965-04-28,1687411,View example
x,16918,Franklin County Orphans' Court,12129,Franklin Cty. Orphan's Ct.,,1,Pa.,,1943-05-15,1943-05-15,1554344,View example
x,12264,Franklin County Orphans' Court,12129,Franklin Orphans' Ct.,,1,Pa.,,1934-09-18,1934-09-18,1513542,View example
x,10799,Franklin County Probate Court,,Franklin Cty. Prob. Ct.,,111,Ohio,,1903-10-12,2000-06-08,888127,View example
x,13426,Franklin County Probate Court,10799,Franklin Cty .Prob. Ct.,,1,Ohio,,1947,1947,1754934,View example
x,22878,Franklin Court of Common Pleas,17204,Franklin C.P.,,1,Ohio,,1922-07,1922-07,11143527,View example
x,11992,Franklin Municipal Court,,Franklin Mun. Ct.,,4,Ohio,,1957-10-28,1974-01-30,1439241,View example
x,21633,Franklin Superior Court,,Franklin Super. Ct.,,1,Ga.,,1832,1832,6754820,View example
x,14934,Franklyn County Court of Common Pleas,9725,Franklyn Cty. C.P.,,3,Pa.,,1978-11-15,1978-11-28,4611626,View example
x,15812,Frederick Circuit Court,,Frederick Cir. Ct.,,2,Va.,,1972-07-14,1973-02-12,3930610,View example
x,14467,Frederick County Circuit Court,,Frederick Cty. Cir. Ct.,,100,Va.,,1957-12-18,2011-06-27,3783220,View example
x,15608,Fredericksburg Circuit Court,,Fredericksburg Cir. Ct.,,70,Va.,,1974-11-08,2007-06-12,3779706,View example
x,19142,Fremont County District Court,,Fremont Cty. Dist. Ct.,,1,Colo.,,1900-05-29,1900-05-29,2327842,View example
x,17921,Fremont Municipal Court,,Fremont Mun. Ct.,,1,Ohio,,1966-07-21,1966-07-21,1433571,View example
x,10109,Fulton Circuit Court,,Fulton Cir. Ct.,,14,Ohio,,1891-11,1911-11-11,638290,View example
x,19611,Fulton City Court,,Fulton City Ct.,,1,N.Y.,,1990-05-17,1990-05-17,888941,View example
x,13597,Fulton County Circuit Court,,Fulton Cty. Cir. Ct.,,3,Ohio,,1905-01,1906-06,1803448,View example
x,19725,Fulton County Court,,Fulton Cty. Ct.,,3,N.Y.,,1888-05,1975-10-06,1294723,View example
x,13022,Fulton County Court Common Pleas,9805,Fulton Cty. C.P.,,1,Pa.,,1948-08-09,1948-08-09,1577158,View example
x,9805,Fulton County Court of Common Pleas,,Fulton Cty. C.P.,,143,Pa.,,1896,2007-10-17,111085,View example
x,13438,Fulton County Court of Common Pleas,,Fulton Cty. Ct. C.P.,,4,Ohio,,1932-09-24,1968-07-10,1569300,View example
x,10878,Fulton County Court of Common Pleas,13438,Ohio C.P.,,2,Ohio,,1906-12-03,1909-06-30,889493,View example
x,21262,Fulton County Court of Common Pleas,13438,Fulton County C.P.,,1,Ohio,,1967-08-08,1967-08-08,6691345,View example
x,16806,Fulton County Court of Oyer and Terminer,,Fulton Cty. Ct. Oyer & Terminer,,2,Pa.,,1922-03-21,1951-05-22,1593413,View example
x,9644,Fulton County Court of Quarter Sessions,,Fulton Cty. Ct. Quarter Sess.,,12,Pa.,,1924-11-06,1968-06-26,351038,View example
x,22401,Fulton County of Common Pleas,9805,Fulton Cty. C.P.,,1,Pa.,,2000-03-21,2000-03-21,8743755,View example
x,17045,Fulton County of Orphans' Court,16823,Fulton Cty. Orphans' Ct.,,1,Pa.,,1937-02-09,1937-02-09,1527843,View example
x,16823,Fulton County Orphans' Court,,Fulton Cty. Orphans' Ct.,,9,Pa.,,1923-09-14,1960-12-29,1474731,View example
x,18833,Fulton County Probate Court,,Fulton Cty. Prob. Ct.,,1,Ohio,,1962-08-28,1962-08-28,1813615,View example
x,11425,fUnited States District Court for the Eastern District of Pennsylvania,United States District Court for the Eastern District of Pennsylvania,E.D. Pa.,,4,U.S.,,2005-11-09,2006-02-01,1068444,View example
x,11689,Gadsden County Circuit Court,,Gadsden Cty. Cir. Ct.,,1,Fla.,,1980-04-01,1980-04-01,1211101,View example
x,22363,Galia County Court of Common Pleas,,Galia Cty. C.P.,,1,Ohio,,1929-05-06,1929-05-06,8807293,View example
x,12002,Gallia County Court of Common Pleas,,Gallia Cty. C.P.,,4,Ohio,,1895,1970-09-25,1437697,View example
x,21556,Gallipolis Municipal Court,,Gallipolis Mun. Ct.,,1,Ohio,,1988-11-23,1988-11-23,6712983,View example
x,11295,Garden City Police Court,,Garden City Police Ct.,,2,N.Y.,,1954-04-14,1954-05-06,981350,View example
x,10558,Garden City Police Justice's Court,,Garden City Police J. Ct.,,1,N.Y.,,1958-09-22,1958-09-22,1032249,View example
x,19145,Garfield County District Court,,Garfield Cty. Dist. Ct.,,1,Colo.,,1900-08-02,1900-08-02,2327837,View example
x,10436,Gates Town Court,,Gates Town Ct.,,1,N.Y.,,1981-06-15,1981-06-15,779712,View example
x,9422,Geauga Circuit Court,,Geauga Cir. Ct.,,9,Ohio,,1894-02,1909-02-23,421652,View example
x,9487,Geauga County Circuit Court,,Geauga Cty. Cir. Ct.,,5,Ohio,,1896-02,1904-02,417698,View example
x,13463,Geauga County Common Pleas Court,12182,Geauga Cty. C.P.,,1,Ohio,,1950-09-13,1950-09-13,1759327,View example
x,12182,Geauga County Court of Common Pleas,,Geauga Cty. C.P.,,14,Ohio,,1896-02-14,1999-09-28,1432884,View example
x,12803,Geauga County Court of Common Pleas,12182,Ohio C.P.,,1,Ohio,,1909-02,1909-02,1540546,View example
x,13583,Geauga County Court of Probate Court,13536,Geauga Cty. C.P.,,1,Ohio,,1960-05-04,1960-05-04,1804751,View example
x,13536,Geauga County Probate Court,,Geauga Cty. Prob. Ct.,,1,Ohio,,1957-01-11,1957-01-11,1792219,View example
x,19431,General Court,,N.Y. Gen. Ct.,,1,N.Y.,,1811,1811,1271060,View example
x,11334,General Court of Maryland,,Md. Gen. Ct.,,368,Md.,,1786-05,1805-10,572776,View example
x,9757,General Court of Virginia,,Va. Gen. Ct.,,1034,Va.,,1729,1852-06-30,57853,View example
x,21550,General Court of Virginia,,Va. Gen. Ct,,3,Va.,,1836-12,1836-12,6719171,View example
x,19286,General Sessions,,N.Y. Gen. Sess.,,5,N.Y.,,1808-08,1824-12,1271051,View example
x,19687,General Sessions-New York County,,N.Y. Ct. Gen. Sess.,,1,N.Y.,,1902-02,1902-02,7694161,View example
x,20861,Genesee County Circuit Court,,Genesee Cty. Cir. Ct.,,1,Mich.,,1870-08,1870-08,6052012,View example
x,11786,Geneseo Justice Court,,Geneseo J. Ct.,,1,N.Y.,,1971-03-12,1971-03-12,1226366,View example
x,9891,Geneva City Court,,Geneva City Ct.,,7,N.Y.,,1975-03-28,1997-10-21,175626,View example
x,15666,George County Circuit Court,,George Cty. Cir. Ct.,,3,Va.,,1997-03-12,2014-01-07,3886989,View example
x,19266,Georgia Court of Oyer and Terminer,,Ga. Ct. Oyer & Terminer,,1,Ga.,,1823-10,1823-10,1268387,View example
x,23019,Giles County Circuit Court,,Giles Cty. Cir. Ct.,,1,Va.,,2016-03-17,2016-03-17,12170909,View example
x,18196,Girard Municipal Court,21544,Ohio Mun. Ct.,,3,Ohio,,1970-05-13,1979-09-19,1441205,View example
x,21544,Girard Municipal Court,,Girard Mun. Ct.,,1,Ohio,,1983-06-27,1983-06-27,6710061,View example
x,14252,Glades County Circuit Court,,Glades Cty. Cir. Ct.,,2,Fla.,,1958-08-06,1958-08-06,1992696,View example
x,22968,Glens Falls City Court,,Glens Falls City Ct.,,3,N.Y.,,2016-07-21,2017-09-25,12170388,View example
x,10006,Gloucester County Circuit Court,,Gloucester Cty. Cir. Ct.,,7,Va.,,1923-04-25,2011-11-30,436511,View example
x,9376,Gloucester County Court,,Gloucester Cty. Ct.,,3,N.J.,,1960-10-28,1968-08-14,344404,View example
x,15203,Gloucester County Court of Common Pleas,,Gloucester Cty. Ct. C.P.,,1,N.J.,,1938-08-09,1938-08-09,452670,View example
x,15214,Gloucester County Small Cause Court,,Gloucester Cty. Small Cause Ct.,,1,N.J.,,1945-01-25,1945-01-25,720859,View example
x,9237,Gloversville City Court,,Gloversville City Ct.,,2,N.Y.,,1938-03-12,2016-11-09,875290,View example
x,15672,Goochland County Circuit Court,,Goochland Cty. Cir. Ct.,,6,Va.,,1985-02-28,2013-02-11,3778734,View example
x,16036,Grand Rapids Superior Court,,Grand Rapids Super. Ct.,,3,Mich.,,1881-01-25,1883-04,2240288,View example
x,22317,Grand Traverse Band of Ottawa and Chippewa Indians Tribal Appellate Court,,Grand Traverse Band of Ottawa & Chippewa Indians Tribal App. Ct.,,1,Tribal,,2009-03-18,2009-03-18,7341892,View example
x,22319,Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court,,Grand Traverse Band of Ottawa & Chippewa Indians Tribal Ct.,,6,Tribal,,2009-02-02,2009-06-04,7341906,View example
x,14992,Graves Circuit Court,,Graves Cir. Ct.,,3,Ky.,,1926-03-09,1926-03-26,4901292,View example
x,15027,Grayson Circuit Court,,Grayson Cir. Ct.,,1,Ky.,,1926-03-16,1926-03-16,4902938,View example
x,15818,Grayson County Circuit Court,,Grayson Cty. Cir. Ct.,,1,Va.,,1987-05-06,1987-05-06,3875905,View example
x,9761,Great Neck Justice Court,,Great Neck J. Ct.,,1,N.Y.,,1997-05-16,1997-05-16,87324,View example
x,11915,Great Neck Plaza Village Court,,Great Neck Plaza Vill. Ct.,,1,N.Y.,,1976-03-15,1976-03-15,1306209,View example
x,9710,Greece Justice Court,,Greece J. Ct.,,3,N.Y.,,1996-03-18,2008-07-23,350874,View example
x,13326,Green County Court of Common Pleas,,Green Cty. C.P.,,4,Ohio,,1935-04-22,1960-03-07,1517911,View example
x,10694,Greenburgh Justice Court,,Greenburgh J. Ct.,,12,N.Y.,,1976-12-20,1999-01-25,810172,View example
x,13943,Greenburgh Town Court,,Greenburgh Town Ct.,,1,N.Y.,,1979-11-02,1979-11-02,1935670,View example
x,10130,Greene Circuit Court,,Greene Cir. Ct.,,13,Ohio,,1885,1912,638424,View example
x,12104,Greene County Circuit Court,,Greene Cty. Cir. Ct.,,24,Ohio,,1893-04,2013-12-20,392907,View example
x,20818,Greene County Circuit Court,,Green Cty. Cir. Ct.,,2,Va.,,2005-06-24,2005-06-28,3861028,View example
x,13434,Greene County Common Pleas Court,18985,Greene Cty. C.P.,,2,Ohio,,1950-09-13,1950-09-18,1759298,View example
x,20294,Greene County Court,,Greene Cty. Ct.,,3,N.Y.,,1895-01,1905-06,3120986,View example
x,9204,Greene County Court of Common Pleas,,Greene Cty. C.P.,,120,Pa.,,1883-10-03,2014-05-14,220737,View example
x,18985,Greene County Court of Common Pleas,,Greene County C.P.,,1,Ohio,,1905-05,1905-05,1535668,View example
x,18240,Greene County Court of Common Pleas,18985,Ohio C.P.,,1,Ohio,,1910-07,1910-07,1542246,View example
x,12149,Greene County Court of Oyer and Terminer,,Greene Cty. Ct. Oyer & Terminer,,2,Pa.,,1925,1933-02-13,1479861,View example
x,12066,Greene County Court of Quarter Sessions,,Greene Cty. Ct. Quarter Sess.,,10,Pa.,,1923-05-21,1964-11-16,1474756,View example
x,17084,Greene County Court of Quarter Sessions,Greene County Court of Quarter Sessions,Greene Cty. Ct. of Quarter Sess.,,1,Pa.,,1935-05-27,1935-05-27,1517921,View example
x,13381,Greene County Court of Quarter Sessions,Greene County Court of Quarter Sessions,Phila. Cty. Ct. Quarter Sess.,,1,Pa.,,1965-11-23,1965-11-23,1693848,View example
x,18828,Greene County Juvenile Court,,Greene Cty. Juv. Ct.,,1,Ohio,,1940-06-08,1940-06-08,1701392,View example
x,16621,Greene County of Common Pleas,9204,Greene Cty. C.P.,,1,Pa.,,1983-04-20,1983-04-20,1937644,View example
x,17012,Greene County Orphans' Court,,Greene Cty. Orphans' Ct.,,6,Pa.,,1926-04-26,1990-03-23,1485415,View example
x,17326,Greene County Probate Court,,Greene Cty. Prob. Ct.,,3,Ohio,,1937-05-25,1952-04-14,1679506,View example
x,15338,Greensville County Circuit Court,,Greensville Cty. Cir. Ct.,,11,Va.,,1989-03-31,2015-01-13,3793193,View example
x,14973,Greenup Circuit Court,,Greenup Cir. Ct.,,2,Ky.,,1925-12-08,1926-02-16,4902637,View example
x,13082,Guernsey Circuit Court,,Guernsey Cir. Ct.,,17,Ohio,,1885-06,1907-11,1616470,View example
x,12076,Guernsey County Circuit Court,,Guernsey Cty. Cir. Ct.,,11,Ohio,,1892-12,1912-11,392832,View example
x,13019,Guernsey County Court of Appeals,,Guernsey Cty. Ct. App,,1,Ohio,,1914-04,1914-04,1597564,View example
