OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,10097,Guernsey County Court of Common Pleas,,Guernsey Cty. C.P.,,11,Ohio,,1816-05,1947-12-27,628198,View example
x,17211,Guernsey County Court of Common Pleas,10097,Guernsey County C.P.,,1,Ohio,,1922-05-17,1922-05-17,1561170,View example
x,18444,Guernsey County Court of Common Pleas,10097,Ohio C.P.,,1,Ohio,,1911-01,1911-01,1542278,View example
x,21624,Gwinnett Superior Court,,Gwinnett Super. Ct.,,2,Ga.,,1832-03,1833-03,6754875,View example
x,21649,Habersham Superior Court,,Habersham Super. Ct.,,1,Ga.,,1832,1832,6754896,View example
x,15220,Hackensack City Municipal Court,,Hackensack City Mun. Ct.,,1,N.J.,,1977-09-07,1977-09-07,871289,View example
x,15795,Halifax County Circuit Court,,Halifax Cty. Cir. Ct.,,3,Va.,,1988-11-30,2011-06-01,3862427,View example
x,21644,Hall Superior Court,,Hall Super. Ct.,,2,Ga.,,1830-09,1843-03,6753081,View example
x,9296,Hamilton Circuit Court,,Hamilton Cir. Ct.,,964,Ohio,,1885-02,1917-05-07,421642,View example
x,9429,Hamilton County Circuit Court,,Hamilton Cty. Cir. Ct.,,460,Ohio,,1891-11,1969-07-01,392803,View example
x,13436,Hamilton County Common Pleas Court,9147,Hamilton Cty. C.P.,,8,Ohio,,1930-03-10,1951-04-09,1566190,View example
x,13048,Hamilton County Court,,Hamilton Cty. Ct.,,73,Ohio,,1914-04,1975-07-03,1294731,View example
x,13020,Hamilton County Court of Appeals,,Hamilton Cty. Ct. App.,,13,Ohio,,1913-03-15,1914-10-24,1597490,View example
x,9147,Hamilton County Court of Common Pleas,,Hamilton Cty. C.P.,,1228,Ohio,,1882,2011-06-30,305201,View example
x,10788,Hamilton County Court of Common Pleas,9147,Ohio C.P.,,70,Ohio,,1894-04,1977-07-13,889439,View example
x,11981,Hamilton County Court of Common Pleas,9147,Hamilton Cty. Ct. C.P.,,49,Ohio,,1932-07-05,1966-12-14,1432186,View example
x,17207,Hamilton County Court of Common Pleas,9147,Hamilton County C.P.,,44,Ohio,,1904-11-12,1999-06-18,1535623,View example
x,10939,Hamilton County Court of Insolvency,,Hamilton Cty. Ct. Insolvency,,37,Ohio,,1887-05,1918-05,888091,View example
x,12273,Hamilton County Court of Insolvency,10939,Hamilton Cty. Ct. of Insolvency,,6,Ohio,,1897,1897-07,1526222,View example
x,16674,Hamilton County Judge's Court,16661,Hamilton Cty. J. Ct.,,1,Fla.,,1963-09-11,1963-09-11,1999387,View example
x,16661,Hamilton County Judges' Court,,Hamilton Cty. J. Ct.,,1,Fla.,,1970-08-24,1970-08-24,2005208,View example
x,18797,Hamilton County Juvenile Court,,Hamilton Cty. Juv. Ct.,,1,Ohio,,1938-06-28,1938-06-28,1688711,View example
x,11998,Hamilton County Municipal Court,,Hamilton Cty. Mun. Ct.,,125,Ohio,,1935-08-09,2005-11-09,1439622,View example
x,21226,Hamilton County Municipal Court,11998,Hamilton County Mun. Ct.,,8,Ohio,,1968-09-05,1987-07-14,6691705,View example
x,18350,Hamilton County Municipal Court,11998,Ohio Mun. Ct.,,1,Ohio,,1970-10-22,1970-10-22,1441239,View example
x,11972,Hamilton County Probate Court,,Hamilton Cty. Prob. Ct.,,134,Ohio,,1885-03-03,2004-02-10,1432183,View example
x,18100,Hamilton County Probate Court,11972,Hamilton County Prob. Ct.,,3,Ohio,,1905-05,1968-03-13,1535647,View example
x,21835,Hamilton County Probate Court,11972,Hamilton Prob. Ct.,,1,Ohio,,1911-05-19,1911-05-19,891546,View example
x,12211,Hamilton County Probate Court,11972,Ohio Prob. Ct.,,1,Ohio,,1904-04-02,1904-04-02,1533569,View example
x,12452,"Hamilton County, Court of Insolvency",10939,Hamilton Cty. Ct. of Insolvency,,2,Ohio,,1899,1899-04,1529884,View example
x,18876,Hamilton Court of Common Pleas,9147,Hamilton C.P.,,30,Ohio,,1923,1926-05-28,1637144,View example
x,18854,Hamilton Municipal Court,,Hamilton Mun. Ct.,,1,Ohio,,1954-01-15,1954-01-15,1774367,View example
x,13056,Hamiton County Court of Common Pleas,9147,Hamiton Cty. C.P.,,1,Ohio,,1899,1899,1602742,View example
x,15677,Hampton Circuit Court,,Hampton Cir. Ct.,,7,Va.,,1990-05-04,2016-06-30,3779657,View example
x,9402,Hancock Circuit Court,,Hancock Cir. Ct.,,44,Ohio,,1887-03,1905-06-21,421716,View example
x,9458,Hancock County Circuit Court,,Hancock Cty. Cir. Ct.,,16,Ohio,,1893-05,1905-06-21,417631,View example
x,21269,Hancock County Court,,Hancock Cty. Ct.,,2,Ohio,,1964-11-04,1964-12-16,6763456,View example
x,10984,Hancock County Court of Common Pleas,,Hancock Cty. C.P.,,21,Ohio,,1906-08-01,2001-03-08,888126,View example
x,18973,Hancock County Court of Common Pleas,10984,Hancock County C.P.,,2,Ohio,,1905-05,1905-09,1535607,View example
x,18467,Hancock County Probate Court,,Hancock Cty. Prob. Ct.,,1,Ohio,,1966-11-16,1966-11-16,1435413,View example
x,21599,Hancock Superior Court,,Hancock Super. Ct.,,3,Ga.,,1831-04,1843-01-13,6753073,View example
x,22559,Hancook Circuit Court,,Hancook Cir. Ct.,,1,Ohio,,1897-12,1897-12,8807279,View example
x,15322,Hanover County Circuit Court,,Hanover Cty. Cir. Ct.,,58,Va.,,1983-05-13,2015-07-08,3782300,View example
x,11681,Hardee County Circuit Court,,Hardee Cty. Cir. Ct.,,1,Fla.,,1976-02-04,1976-02-04,1211074,View example
x,13183,Hardin Circuit Court,,Hardin Cir. Ct.,,6,Ohio,,1891-11,1899-02,1620488,View example
x,17341,Hardin County Circuit Court,,Hardin Cty. Cir. Ct.,,1,Ohio,,1899-10,1899-10,1515806,View example
x,12338,Hardin County Court of Common Pleas,,Hardin Cty. C.P.,,8,Ohio,,1897-12,1986-08-05,1527988,View example
x,18383,Hardin County Court of Common Pleas,12338,Ohio C.P.,,2,Ohio,,1909-10,1910-04,1542227,View example
x,18241,Hardin County Court of Common Pleas,12338,Hardin County C.P.,,1,Ohio,,1917-04,1917-04,1559616,View example
x,18940,Hardin County Probate Court,,Hardin Cty. Prob. Ct.,,1,Ohio,,1939-04-14,1939-04-14,1691146,View example
x,14982,Harlan Circuit Court,,Harlan Cir. Ct.,,9,Ky.,,1926-01-29,1926-03-26,4901520,View example
x,21628,Harris Superior Court,,Harris Super. Ct.,,2,Ga.,,1842-03,1842-03,6752788,View example
x,12024,Harrisburg County Court of Common Pleas,,Harrisburg Cty. C.P.,,23,Pa.,,1923-02-05,1924-05-15,1474538,View example
x,9380,Harrison Circuit Court,,Harrison Cir. Ct.,,9,Ohio,,1896-11,1912,421668,View example
x,9539,Harrison County Circuit Court,,Harrison Cty. Cir. Ct.,,3,Ohio,,1900-05,1910-05,392829,View example
x,21520,Harrison County Court,,Harrison Cty. Ct.,,1,Ohio,,1974-12-10,1974-12-10,6692851,View example
x,10084,Harrison County Court of Common Pleas,,Harrison Cty. C.P.,,18,Ohio,,1816-05,2001-03-27,628195,View example
x,13556,Harrison County Probate Court,,Harrison Cty. Prob. Ct.,,2,Ohio,,1960-07-22,1960-07-22,1804806,View example
x,11911,Harrison Town Court,,Harrison Town Ct.,,5,N.Y.,,1974-12-06,1982-04-23,783092,View example
x,18794,Haverstraw Justice Court,,Haverstraw J. Ct.,,1,N.Y.,,1993-03-09,1993-03-09,912718,View example
x,14933,Hawaii Intermediate Court of Appeals,,Haw. Ct. App.,,6807,Haw.,,1980-05-06,2017-10-11,3373251,View example
x,21607,Heard Superior Court,,Heard Super. Ct.,,4,Ga.,,1833-07,1843-03,6753185,View example
x,15374,Hempstead Justice Court,,Hempstead Just. Ct.,,1,N.Y.,,2010-06-02,2010-06-02,3768552,View example
x,15000,Henderson Circuit Court,,Henderson Cir. Ct.,,3,Ky.,,1926-02-12,1926-03-19,4908101,View example
x,15577,Henrico County Circuit Court,,Henrico Cty. Cir. Ct.,,200,Va.,,1850-10-28,2016-05-13,3782200,View example
x,15836,Henrico County Circuit Court,15577,Henrico Cty. Ct. Ct.,,1,Va.,,1979-07-31,1979-07-31,3901397,View example
x,9787,Henrietta Justice Court,,Henrietta J. Ct.,,2,N.Y.,,1997-07-21,1999-07-27,87426,View example
x,15007,Henry Circuit Court,,Henry Cir. Ct.,,6,Ohio,,1894-02,1926-03-19,1623228,View example
x,9524,Henry County Circuit Court,,Henry Cty. Cir. Ct.,,11,Va.,,1900-10,2016-03-31,417669,View example
x,13164,Henry County Court,,Henry Cty. Ct.,,1,Ohio,,1916-12-01,1916-12-01,1604711,View example
x,12630,Henry County Court of Common Pleas,,Henry Cty. C.P.,,5,Ohio,,1915-06-02,1963-11-12,1550704,View example
x,21276,Henry County Court of Common Pleas,12630,Henry County C.P.,,1,Ohio,,1973-05-31,1973-05-31,6701670,View example
x,11005,Henry County Probate Court,,Henry Cty. Prob. Ct.,,1,Ohio,,1907-10,1907-10,888133,View example
x,10543,Herkimer County Court,,Herkimer Cty. Ct.,,9,N.Y.,,1870-12,1962-03-07,791743,View example
x,11706,Herkimer Justice Court,,Herkimer J. Ct.,,1,N.Y.,,1968-09-17,1968-09-17,1196761,View example
x,19905,Herkimer Police Court,,Herkimer Police Ct.,,1,N.Y.,,1960-05-04,1960-05-04,1062012,View example
x,8933,High Court of American Samoa,,Am. Samoa,,1572,U.S.,,1900-09-27,2005-12-27,205571,View example
x,8768,High Court of American Samoa,,Am. Samoa,,594,Am. Samoa,,1938-07-02,2001-12-14,97113,View example
x,13307,High Court of Chancery of Maryland,,Md. Ch.,,395,Md.,,1797-04-26,1853-12,1028496,View example
x,9548,High Court of Chancery of Virginia,,Va. High Ct. Ch.,,146,Va.,,1778-05,1799-03,381997,View example
x,9143,High Court of Errors and Appeals of Mississippi,,Miss. High Ct. Err. & App.,,3395,Miss.,,1834-01,1873,289129,View example
x,13080,Highland Circuit Court,,Highland Cir. Ct.,,3,Ohio,,1886-11,1894-04,1616502,View example
x,15767,Highland County Circuit Court,,Highland Cty. Cir. Ct.,,7,Ohio,,1909-10,1985-12-23,392862,View example
x,21417,Highland County Court,,Highland Cty. Ct.,,1,Ohio,,1988-10-05,1988-10-05,6711893,View example
x,11994,Highland County Court of Common Pleas,,Highland Cty. C.P.,,22,Ohio,,1895-11,1987-05-04,1442463,View example
x,21224,Highland County Court of Common Pleas,11994,Highland County C.P.,,1,Ohio,,1967-03-31,1967-03-31,6691051,View example
x,19111,Highland County Court of Common Pleas,11994,Ohio C.P.,,1,Ohio,,1978-03-15,1978-03-15,1444840,View example
x,18524,Highland County Municipal Court,,Highland Cty. Mun. Ct.,,1,Ohio,,1958-11-14,1958-11-14,1806598,View example
x,18969,Highland County Probate Court,,Highland County Prob. Ct.,,1,Ohio,,1905-01-25,1905-01-25,1535630,View example
x,13900,Highlands Justice Court,,Highlands J. Ct.,,1,N.Y.,,1978-12-18,1978-12-18,1929828,View example
x,11651,Hillsborough County Circuit Court,,Hillsborough Cty. Cir. Ct.,,36,Fla.,,1953-12-14,1982-03-11,1211055,View example
x,14332,Hillsborough County Court,,Hillsborough Cty. Ct.,,3,Fla.,,1978-03-16,1991-04-05,2010219,View example
x,20866,Hillsdale County Circuit Court,,Hillsdale Cty. Cir. Ct.,,2,Mich.,,1870-09,1870-09,6051270,View example
x,21618,Ho-Chunk Nation Supreme Court,,Ho-Chunk Nation Sup. Ct.,,78,Tribal,,2004-01-26,2016-07-13,6765413,View example
x,22259,Ho-Chunk Nation Trial Court,,Ho-Chunk Nation Trial Ct.,,123,Tribal,,1997-01-03,2013-10-18,7334826,View example
x,15768,Hoboken City Recorder's Court,,Hoboken City Recorder's Court,,1,N.J.,,1947-10-16,1947-10-16,436459,View example
x,9871,Hoboken District Court,,Hoboken Dist. Ct.,,1,N.J.,,1947-03-25,1947-03-25,435457,View example
x,21282,Hocking County Court,,Hocking Cty. Ct.,,4,Ohio,,1964-11-25,1965-03-01,6699448,View example
x,21834,Hocking County Court of Common Pleas,,Hocking Cty. C.P.,,1,Ohio,,1911-04-01,1911-04-01,891466,View example
x,18017,Hocking County Court of Common Pleas,21834,Hocking Cty. Ct. C.P.,,1,Ohio,,1931-11-28,1931-11-28,1569351,View example
x,21438,Hocking County Municipal Court,,Hocking Cty. Mun. Ct.,,1,Ohio,,2010-06-25,2010-06-25,6687978,View example
x,13172,Holmes Circuit Court,,Holmes Cir. Ct.,,5,Ohio,,1896-11,1911-04,1630894,View example
x,21853,Holmes County Circuit Court,,Holmes Cty. Cir. Ct.,,1,Ohio,,1909-11,1909-11,392940,View example
x,13058,Holmes County Court,,Holmes Cty. Ct.,,1,Ohio,,1915-12-27,1915-12-27,1604621,View example
x,12917,Holmes County Court of Common Pleas,,Holmes Cty. C.P.,,5,Ohio,,1899,1919-05-20,1538734,View example
x,18211,Holmes County Court of Common Pleas,12917,Holmes Cty. Ct. C.P.,,4,Ohio,,1931-11-02,1933-02-10,1569266,View example
x,15662,Hopewell Circuit Court,,Hopewell Cir. Ct.,,17,Va.,,1986-04-16,2015-07-06,3782975,View example
x,15010,Hopkins Circuit Court,,Hopkins Cir. Ct.,,1,Ky.,,1926-03-09,1926-03-09,4901746,View example
x,9416,Hornell City Court,,Hornell City Ct.,,4,N.Y.,,1933-02-10,2004-01-07,37557,View example
x,21726,Horseheads Justice Court,,Horseheads J. Ct.,,1,N.Y.,,2001-01-29,2001-01-29,1233007,View example
x,15295,Houston Superior Court,,Houston Super. Ct.,,2,Ga.,,1831,1878-08,19948,View example
x,10725,Hudson City Court,,Hudson City Ct.,,5,N.Y.,,1964-07-09,2017-10-16,871603,View example
x,15781,Hudson County Board of Taxation,,Hudson Cty. Bd. Tax.,,2,N.J.,,1943-11-15,1943-11-15,458064,View example
x,9859,Hudson County Circuit Court,,Hudson Cty. Cir. Ct.,,52,N.J.,,1922,1946-07-18,426645,View example
x,9325,Hudson County Court,,Hudson Cty. Ct.,,132,N.J.,,1944-03-26,1978-03-22,287478,View example
x,9265,Hudson County Court,9325,Hudson County. Ct.,,1,N.J.,,1974-06-21,1974-06-21,320484,View example
x,9848,Hudson County Court of Common Pleas,,Hudson Cty. Ct. C.P.,,7,N.J.,,1924,1946-10-22,433441,View example
x,15108,Hudson County Court of Common Pleas,9848,Hudson Cty. C.P.,,1,N.J.,,1936-12-01,1936-12-01,580617,View example
x,15264,Hudson County Court Probate Division,,Hudson. Cty. Ct.,,1,N.J.,,1978-09-25,1978-09-25,892599,View example
x,15316,"Hudson County Court, Law Division",,Hudson Cty. Ct. Law Div.,,1,N.J.,,1952-07-15,1952-07-15,453085,View example
x,9571,Hudson County Ct.,9325,Hudson Cty. Ct.,,1,N.J.,,1956-09-26,1956-09-26,381714,View example
x,9851,Hudson County District Court,,Hudson Cty. Dist. Ct.,,14,N.J.,,1933-05-09,1969-09-16,432342,View example
x,9904,Hudson County Juvenile and Domestic Relations Court,,Hudson Cty. Juv. & Dom. Rel. Ct.,,5,N.J.,,1934-09-21,1979-10-10,300948,View example
x,10026,Hudson County Orphans Court,9889,Hudson Cty. Orphans Ct.,,2,N.J.,,1926-11-24,1934-12-13,575700,View example
x,9889,Hudson County Orphans' Court,,Hudson Cty. Orphans' Ct.,,2,N.J.,,1925-11-09,1938-06-30,439490,View example
x,10184,Hunter Justice Court,,Hunter J. Ct.,,3,N.Y.,,2002-09-27,2014-08-14,691799,View example
x,9528,Hunterdon County Court,,Hunterdon Cty. Ct.,,2,N.J.,,1950-11-06,1950-12-22,390763,View example
x,9206,Huntingdon County Court of Common Pleas,,Huntingdon Cty. C.P.,,42,Pa.,,1883-05-22,2014-12-23,220770,View example
x,16805,Huntingdon County Court of Common Pleas,9206,Huntingdon Cty. Ct. C.P.,,1,Pa.,,1968-06-11,1968-06-11,1704290,View example
x,9717,Huntingdon County Court of Quarter Sessions,,Huntingdon Cty. Ct. Quarter Sess.,,9,Pa.,,1885-06,1967-10-23,351168,View example
x,16628,Huntingdon County of Common Pleas,9206,Huntingdon Cty. C.P.,,1,Pa.,,1983-02-28,1983-02-28,1937612,View example
x,17314,Huntingdon County Orphans' Court,,Huntingdon Cty. Orphans' Ct.,,2,Pa.,,1947-04-15,1958-07-10,1567314,View example
x,16964,Huntington County Court of Common Pleas,9206,Huntington Cty. C.P.,,1,Pa.,,1937-08-27,1937-08-27,1529783,View example
x,20035,Huntington Police Justice's Court,,Huntington Police J. Ct.,,1,N.Y.,,1966-10-24,1966-10-24,1174234,View example
x,9481,Huron Circuit Court,,Huron Cir. Ct.,,57,Ohio,,1879,1911-04,421676,View example
x,13078,Huron County Circuit Court,,Huron Cty. Cir. Ct.,,21,Ohio,,1894-11,1910-10,392815,View example
x,12008,Huron County Court,,Huron Cty. Ct.,,1,Ohio,,1969-01-10,1969-01-10,8817643,View example
x,13075,Huron County Court of Appeals,,Huron Cty. Ct. App.,,1,Ohio,,1914-06-08,1914-06-08,1597662,View example
x,9224,Huron County Court of Common Pleas,,Huron Cty. C.P.,,28,Ohio,,1894-11-23,1934-11-24,305217,View example
x,11110,Huron County Court of Common Pleas,9224,Ohio C.P.,,4,Ohio,,1905-11,1909-06-24,889479,View example
x,13526,Huron County Court of Probate Court,13548,Huron Cty. C.P.,,1,Ohio,,1961,1961,1804739,View example
x,13553,Huron County Juvenile Court,,Huron Cty. Juv. Ct.,,3,Ohio,,1959,1961-11-21,1798869,View example
x,13548,Huron County Probate Court,,Huron Cty. Prob. Ct.,,3,Ohio,,1959,1961-11-24,1797357,View example
x,20993,Hyde Park Justice Court,,Hyde Park J. Ct.,,1,N.Y.,,2013-11-13,2013-11-13,4154598,View example
x,20237,i,Illinois Supreme Court,Ill.,,1,Ill.,,1869-01,1869-01,2606500,View example
x,9866,Idaho Court of Appeals,,Idaho Ct. App.,,4067,Idaho,,1982-01-19,2017-11-13,130516,View example
x,9863,Idaho Supreme Court,,Idaho,,15100,Idaho,,1866-01,2017-12-06,130512,View example
x,8837,Illinois Appellate Court,,Ill. App. Ct.,,123619,Ill.,,1771-10-12,2011-05-20,25332,View example
x,15193,Illinois Appellate Court,8837,Ill.,,293,Ill.,,1889-04-11,1993-12-29,2989135,View example
x,15206,Illinois Appellate Court,8837,q,,1,Ill.,,1908-10-08,1908-10-08,2668796,View example
x,21076,Illinois Appellate Court Reports,8837,Ill. App. 3d,,1,Ill.,,2005-06-09,2005-06-09,4263364,View example
x,20661,Illinois Appellate Court.,8837,Ill. App. Ct.,,1,Ill.,,1985-09-16,1985-09-16,3565068,View example
x,14968,Illinois Circuit Court,,Ill. Cir. Ct.,,152,Ill.,,1866,1908-10,4792528,View example
x,19569,Illinois Circuit Court,14968,Ill. Cir. Ct,,49,Ill.,,1878-01-21,1907-01-07,4802602,View example
x,8793,Illinois Court of Claims,,Ill. Ct. Cl.,,9848,Ill.,,1889-09-10,2001-05-03,92712,View example
x,8772,Illinois Supreme Court,,Ill.,,49181,Ill.,,1819-12,2011-05-19,29928,View example
x,14238,Indian River County Circuit Court,,Indian River Cty. Cir. Ct.,,12,Fla.,,1958-10-13,1974-11-07,1992690,View example
x,14290,Indian River County Court,,Indian River Cty. Ct.,,2,Fla.,,1985-04-18,1987-09-03,2018633,View example
x,19267,Indiana Circuit Court,,Ind. Cir. Ct.,,1,Ind.,,1820-03,1820-03,1268351,View example
x,9793,Indiana County Court of Common Pleas,12068,Ind. Cty. C.P.,,25,Pa.,,1921-07-28,2002-12-27,111095,View example
x,12068,Indiana County Court of Common Pleas,,Indiana Cty. C.P.,,23,Pa.,,1923-03-16,2009-12-14,1397235,View example
x,21793,Indiana County Court of Common Pleas,12068,Indiana Cty. Ct. C.P.,,1,Pa.,,1886-01-06,1886-01-06,1036221,View example
x,12176,Indiana County Court of Quarter Sessions,,Ind. Cty. Ct. Quarter Sess.,,2,Pa.,,1924-08-28,1931-04-28,1479846,View example
x,21729,Indiana County Court of Quarter Sessions,12176,Indiana Cty. Ct. Quarter Sess.,,1,Pa.,,1885-08-29,1885-08-29,1036127,View example
x,12051,Indiana County Orphans' Court,,Indiana Cty. Orphans' Ct.,,2,Pa.,,1921-09-03,1928-04-21,1487633,View example
x,17049,Indiana County Orphans' Court,12051,Ind. Cty. Orphans' Ct.,,1,Pa.,,1930-02-17,1930-02-17,1492907,View example
x,11940,Indiana Superior Court,,Ind. Super. Ct.,,92,Ind.,,1871,1874,1377402,View example
x,19737,Indiana Tax Court,,Ind. T.C.,,668,Ind.,,1986-07-25,2018-01-04,6775768,View example
x,14219,Industrial Commission,,Indus. Comm'n,,1,Fla.,,1958-04-25,1958-04-25,1992717,View example
x,20827,Ingham County Circuit Court,,Ingham Cty. Cir. Ct.,,2,Mich.,,1870-04,1870-10,3868838,View example
x,20825,Ionia County Circuit Court,,Ionia Cty. Cir. Ct.,,1,Mich.,,1870,1870,3870206,View example
x,20826,Iosco County Circuit Court,,Iosco Cty. Cir. Ct.,,1,Mich.,,1869-10-26,1869-10-26,6051674,View example
x,18945,Iowa Court of Appeals,,Iowa Ct. App.,,2270,Iowa,,1977-09-09,2017-12-06,6097958,View example
x,22608,Iowa Court of Appeals,18945,Iowa,,6,Iowa,,1995-10-31,2001-08-29,9454261,View example
x,9299,Iowa Supreme Court,,Iowa,,48058,Iowa,,1839-07,2018-02-16,101668,View example
x,10208,Irondequoit Justice Court,,Irondequoit J. Ct.,,2,N.Y.,,1998-11-11,2005-05-18,691793,View example
x,15817,Isle of Wight County Circuit Court,,Isle of Wight Cty. Cir. Ct.,,8,Va.,,1959-01-15,2001-03-16,3787955,View example
x,11258,Ithaca City Court,,Ithaca City Ct.,,16,N.Y.,,1968-01-22,2017-04-21,962394,View example
x,15006,Jackson Circuit Court,,Jackson Cir. Ct.,,3,Ohio,,1884-05,1926-02-23,2240364,View example
x,17329,Jackson County Circuit Court,,Jackson Cty. Cir. Ct.,,13,Or.,,1870-01,2016-07-27,1515759,View example
x,21305,Jackson County Court,,Jackson Cty. Ct.,,1,Ohio,,1964-12-29,1964-12-29,6766979,View example
x,13415,Jackson County Court of Common Pleas,,Jackson Cty. C.P.,,11,Ohio,,1908-10,1998-02-19,1538711,View example
x,13424,Jackson County Probate Court,,Jackson Cty. Prob. Ct.,,4,Ohio,,1942-07-03,1946-11-30,1711091,View example
x,16482,Jacksonville Civil Service Board,,Jacksonville Civ. S.B.,,1,Fla.,,1988-04-11,1988-04-11,2034331,View example
